Value,Datetime,TimeNum,AM,PM,Week of Month,Week of Year,Day of Week,Day of Month,quarter,isWorkingTime
32026.37,2020-12-31 22:00:00,79200,0,1,5,53,4,31,4,0
31069.0,2020-12-31 23:00:00,82800,0,1,5,53,4,31,4,0
29489.46,2021-01-01 00:00:00,0,1,0,1,53,5,1,1,0
28067.11,2021-01-01 01:00:00,3600,1,0,1,53,5,1,1,0
26527.08,2021-01-01 02:00:00,7200,1,0,1,53,5,1,1,0
25327.19,2021-01-01 03:00:00,10800,1,0,1,53,5,1,1,0
24719.72,2021-01-01 04:00:00,14400,1,0,1,53,5,1,1,0
24627.81,2021-01-01 05:00:00,18000,1,0,1,53,5,1,1,0
24690.18,2021-01-01 06:00:00,21600,1,0,1,53,5,1,1,0
24984.26,2021-01-01 07:00:00,25200,1,0,1,53,5,1,1,0
25185.19,2021-01-01 08:00:00,28800,1,0,1,53,5,1,1,0
26636.81,2021-01-01 09:00:00,32400,1,0,1,53,5,1,1,1
28173.24,2021-01-01 10:00:00,36000,1,0,1,53,5,1,1,1
30048.25,2021-01-01 11:00:00,39600,1,0,1,53,5,1,1,1
30320.32,2021-01-01 12:00:00,43200,0,1,1,53,5,1,1,1
30763.12,2021-01-01 13:00:00,46800,0,1,1,53,5,1,1,1
30831.87,2021-01-01 14:00:00,50400,0,1,1,53,5,1,1,1
30790.36,2021-01-01 15:00:00,54000,0,1,1,53,5,1,1,1
31065.97,2021-01-01 16:00:00,57600,0,1,1,53,5,1,1,1
31995.62,2021-01-01 17:00:00,61200,0,1,1,53,5,1,1,1
33423.9,2021-01-01 18:00:00,64800,0,1,1,53,5,1,1,0
33097.48,2021-01-01 19:00:00,68400,0,1,1,53,5,1,1,0
32280.68,2021-01-01 20:00:00,72000,0,1,1,53,5,1,1,0
31570.08,2021-01-01 21:00:00,75600,0,1,1,53,5,1,1,0
31104.8,2021-01-01 22:00:00,79200,0,1,1,53,5,1,1,0
30253.19,2021-01-01 23:00:00,82800,0,1,1,53,5,1,1,0
28920.9,2021-01-02 00:00:00,0,1,0,1,53,6,2,1,0
27556.06,2021-01-02 01:00:00,3600,1,0,1,53,6,2,1,0
26417.42,2021-01-02 02:00:00,7200,1,0,1,53,6,2,1,0
25766.07,2021-01-02 03:00:00,10800,1,0,1,53,6,2,1,0
25308.89,2021-01-02 04:00:00,14400,1,0,1,53,6,2,1,0
25330.59,2021-01-02 05:00:00,18000,1,0,1,53,6,2,1,0
25561.06,2021-01-02 06:00:00,21600,1,0,1,53,6,2,1,0
26157.74,2021-01-02 07:00:00,25200,1,0,1,53,6,2,1,0
27390.02,2021-01-02 08:00:00,28800,1,0,1,53,6,2,1,0
29543.51,2021-01-02 09:00:00,32400,1,0,1,53,6,2,1,0
31028.41,2021-01-02 10:00:00,36000,1,0,1,53,6,2,1,0
32440.74,2021-01-02 11:00:00,39600,1,0,1,53,6,2,1,0
32365.33,2021-01-02 12:00:00,43200,0,1,1,53,6,2,1,0
32751.64,2021-01-02 13:00:00,46800,0,1,1,53,6,2,1,0
32910.75,2021-01-02 14:00:00,50400,0,1,1,53,6,2,1,0
32422.31,2021-01-02 15:00:00,54000,0,1,1,53,6,2,1,0
32577.28,2021-01-02 16:00:00,57600,0,1,1,53,6,2,1,0
33402.02,2021-01-02 17:00:00,61200,0,1,1,53,6,2,1,0
35057.89,2021-01-02 18:00:00,64800,0,1,1,53,6,2,1,0
34508.97,2021-01-02 19:00:00,68400,0,1,1,53,6,2,1,0
33498.27,2021-01-02 20:00:00,72000,0,1,1,53,6,2,1,0
32692.37,2021-01-02 21:00:00,75600,0,1,1,53,6,2,1,0
32193.34,2021-01-02 22:00:00,79200,0,1,1,53,6,2,1,0
30844.85,2021-01-02 23:00:00,82800,0,1,1,53,6,2,1,0
29643.7,2021-01-03 00:00:00,0,1,0,1,53,7,3,1,0
28014.07,2021-01-03 01:00:00,3600,1,0,1,53,7,3,1,0
26909.46,2021-01-03 02:00:00,7200,1,0,1,53,7,3,1,0
26127.55,2021-01-03 03:00:00,10800,1,0,1,53,7,3,1,0
25777.39,2021-01-03 04:00:00,14400,1,0,1,53,7,3,1,0
25666.37,2021-01-03 05:00:00,18000,1,0,1,53,7,3,1,0
25903.3,2021-01-03 06:00:00,21600,1,0,1,53,7,3,1,0
26076.19,2021-01-03 07:00:00,25200,1,0,1,53,7,3,1,0
26327.38,2021-01-03 08:00:00,28800,1,0,1,53,7,3,1,0
27458.61,2021-01-03 09:00:00,32400,1,0,1,53,7,3,1,0
29269.48,2021-01-03 10:00:00,36000,1,0,1,53,7,3,1,0
30910.43,2021-01-03 11:00:00,39600,1,0,1,53,7,3,1,0
31242.39,2021-01-03 12:00:00,43200,0,1,1,53,7,3,1,0
31882.81,2021-01-03 13:00:00,46800,0,1,1,53,7,3,1,0
31944.13,2021-01-03 14:00:00,50400,0,1,1,53,7,3,1,0
31780.52,2021-01-03 15:00:00,54000,0,1,1,53,7,3,1,0
31917.02,2021-01-03 16:00:00,57600,0,1,1,53,7,3,1,0
33168.87,2021-01-03 17:00:00,61200,0,1,1,53,7,3,1,0
34865.74,2021-01-03 18:00:00,64800,0,1,1,53,7,3,1,0
34568.47,2021-01-03 19:00:00,68400,0,1,1,53,7,3,1,0
33845.77,2021-01-03 20:00:00,72000,0,1,1,53,7,3,1,0
33126.8,2021-01-03 21:00:00,75600,0,1,1,53,7,3,1,0
32578.92,2021-01-03 22:00:00,79200,0,1,1,53,7,3,1,0
31555.23,2021-01-03 23:00:00,82800,0,1,1,53,7,3,1,0
30082.14,2021-01-04 00:00:00,0,1,0,1,1,1,4,1,0
28725.58,2021-01-04 01:00:00,3600,1,0,1,1,1,4,1,0
27621.07,2021-01-04 02:00:00,7200,1,0,1,1,1,4,1,0
26841.18,2021-01-04 03:00:00,10800,1,0,1,1,1,4,1,0
26790.06,2021-01-04 04:00:00,14400,1,0,1,1,1,4,1,0
27239.88,2021-01-04 05:00:00,18000,1,0,1,1,1,4,1,0
28083.55,2021-01-04 06:00:00,21600,1,0,1,1,1,4,1,0
30545.31,2021-01-04 07:00:00,25200,1,0,1,1,1,4,1,0
35654.86,2021-01-04 08:00:00,28800,1,0,1,1,1,4,1,0
39581.69,2021-01-04 09:00:00,32400,1,0,1,1,1,4,1,1
40907.19,2021-01-04 10:00:00,36000,1,0,1,1,1,4,1,1
41460.14,2021-01-04 11:00:00,39600,1,0,1,1,1,4,1,1
40097.06,2021-01-04 12:00:00,43200,0,1,1,1,1,4,1,1
40575.33,2021-01-04 13:00:00,46800,0,1,1,1,1,4,1,1
41083.27,2021-01-04 14:00:00,50400,0,1,1,1,1,4,1,1
39993.15,2021-01-04 15:00:00,54000,0,1,1,1,1,4,1,1
40136.33,2021-01-04 16:00:00,57600,0,1,1,1,1,4,1,1
40609.69,2021-01-04 17:00:00,61200,0,1,1,1,1,4,1,1
40540.86,2021-01-04 18:00:00,64800,0,1,1,1,1,4,1,0
39435.14,2021-01-04 19:00:00,68400,0,1,1,1,1,4,1,0
38096.68,2021-01-04 20:00:00,72000,0,1,1,1,1,4,1,0
37212.99,2021-01-04 21:00:00,75600,0,1,1,1,1,4,1,0
36569.89,2021-01-04 22:00:00,79200,0,1,1,1,1,4,1,0
35275.63,2021-01-04 23:00:00,82800,0,1,1,1,1,4,1,0
33465.78,2021-01-05 00:00:00,0,1,0,1,1,2,5,1,0
31759.01,2021-01-05 01:00:00,3600,1,0,1,1,2,5,1,0
30504.4,2021-01-05 02:00:00,7200,1,0,1,1,2,5,1,0
29711.33,2021-01-05 03:00:00,10800,1,0,1,1,2,5,1,0
29417.16,2021-01-05 04:00:00,14400,1,0,1,1,2,5,1,0
29745.38,2021-01-05 05:00:00,18000,1,0,1,1,2,5,1,0
30331.25,2021-01-05 06:00:00,21600,1,0,1,1,2,5,1,0
32123.94,2021-01-05 07:00:00,25200,1,0,1,1,2,5,1,0
36316.0,2021-01-05 08:00:00,28800,1,0,1,1,2,5,1,0
39952.79,2021-01-05 09:00:00,32400,1,0,1,1,2,5,1,1
41431.74,2021-01-05 10:00:00,36000,1,0,1,1,2,5,1,1
41988.95,2021-01-05 11:00:00,39600,1,0,1,1,2,5,1,1
40815.74,2021-01-05 12:00:00,43200,0,1,1,1,2,5,1,1
41144.33,2021-01-05 13:00:00,46800,0,1,1,1,2,5,1,1
41450.56,2021-01-05 14:00:00,50400,0,1,1,1,2,5,1,1
40735.72,2021-01-05 15:00:00,54000,0,1,1,1,2,5,1,1
40453.89,2021-01-05 16:00:00,57600,0,1,1,1,2,5,1,1
40885.22,2021-01-05 17:00:00,61200,0,1,1,1,2,5,1,1
40953.92,2021-01-05 18:00:00,64800,0,1,1,1,2,5,1,0
39758.3,2021-01-05 19:00:00,68400,0,1,1,1,2,5,1,0
38356.54,2021-01-05 20:00:00,72000,0,1,1,1,2,5,1,0
37538.58,2021-01-05 21:00:00,75600,0,1,1,1,2,5,1,0
36989.27,2021-01-05 22:00:00,79200,0,1,1,1,2,5,1,0
35528.39,2021-01-05 23:00:00,82800,0,1,1,1,2,5,1,0
33558.82,2021-01-06 00:00:00,0,1,0,1,1,3,6,1,0
31848.6,2021-01-06 01:00:00,3600,1,0,1,1,3,6,1,0
30784.86,2021-01-06 02:00:00,7200,1,0,1,1,3,6,1,0
30036.55,2021-01-06 03:00:00,10800,1,0,1,1,3,6,1,0
29857.75,2021-01-06 04:00:00,14400,1,0,1,1,3,6,1,0
30199.68,2021-01-06 05:00:00,18000,1,0,1,1,3,6,1,0
30887.28,2021-01-06 06:00:00,21600,1,0,1,1,3,6,1,0
32679.46,2021-01-06 07:00:00,25200,1,0,1,1,3,6,1,0
37207.99,2021-01-06 08:00:00,28800,1,0,1,1,3,6,1,0
40845.46,2021-01-06 09:00:00,32400,1,0,1,1,3,6,1,1
42270.23,2021-01-06 10:00:00,36000,1,0,1,1,3,6,1,1
42914.25,2021-01-06 11:00:00,39600,1,0,1,1,3,6,1,1
41391.36,2021-01-06 12:00:00,43200,0,1,1,1,3,6,1,1
41617.32,2021-01-06 13:00:00,46800,0,1,1,1,3,6,1,1
41686.18,2021-01-06 14:00:00,50400,0,1,1,1,3,6,1,1
40938.7,2021-01-06 15:00:00,54000,0,1,1,1,3,6,1,1
40752.47,2021-01-06 16:00:00,57600,0,1,1,1,3,6,1,1
41031.13,2021-01-06 17:00:00,61200,0,1,1,1,3,6,1,1
41217.49,2021-01-06 18:00:00,64800,0,1,1,1,3,6,1,0
40217.6,2021-01-06 19:00:00,68400,0,1,1,1,3,6,1,0
38768.92,2021-01-06 20:00:00,72000,0,1,1,1,3,6,1,0
38156.47,2021-01-06 21:00:00,75600,0,1,1,1,3,6,1,0
37436.15,2021-01-06 22:00:00,79200,0,1,1,1,3,6,1,0
36071.03,2021-01-06 23:00:00,82800,0,1,1,1,3,6,1,0
34098.38,2021-01-07 00:00:00,0,1,0,2,1,4,7,1,0
32308.18,2021-01-07 01:00:00,3600,1,0,2,1,4,7,1,0
31151.19,2021-01-07 02:00:00,7200,1,0,2,1,4,7,1,0
30336.4,2021-01-07 03:00:00,10800,1,0,2,1,4,7,1,0
30239.82,2021-01-07 04:00:00,14400,1,0,2,1,4,7,1,0
30285.75,2021-01-07 05:00:00,18000,1,0,2,1,4,7,1,0
31161.24,2021-01-07 06:00:00,21600,1,0,2,1,4,7,1,0
32892.48,2021-01-07 07:00:00,25200,1,0,2,1,4,7,1,0
37276.17,2021-01-07 08:00:00,28800,1,0,2,1,4,7,1,0
40690.65,2021-01-07 09:00:00,32400,1,0,2,1,4,7,1,1
41973.23,2021-01-07 10:00:00,36000,1,0,2,1,4,7,1,1
42487.19,2021-01-07 11:00:00,39600,1,0,2,1,4,7,1,1
41131.52,2021-01-07 12:00:00,43200,0,1,2,1,4,7,1,1
41510.47,2021-01-07 13:00:00,46800,0,1,2,1,4,7,1,1
41825.12,2021-01-07 14:00:00,50400,0,1,2,1,4,7,1,1
41040.74,2021-01-07 15:00:00,54000,0,1,2,1,4,7,1,1
40997.11,2021-01-07 16:00:00,57600,0,1,2,1,4,7,1,1
41359.78,2021-01-07 17:00:00,61200,0,1,2,1,4,7,1,1
41508.22,2021-01-07 18:00:00,64800,0,1,2,1,4,7,1,0
40248.75,2021-01-07 19:00:00,68400,0,1,2,1,4,7,1,0
38969.81,2021-01-07 20:00:00,72000,0,1,2,1,4,7,1,0
38016.76,2021-01-07 21:00:00,75600,0,1,2,1,4,7,1,0
37439.2,2021-01-07 22:00:00,79200,0,1,2,1,4,7,1,0
36241.59,2021-01-07 23:00:00,82800,0,1,2,1,4,7,1,0
34126.16,2021-01-08 00:00:00,0,1,0,2,1,5,8,1,0
32351.64,2021-01-08 01:00:00,3600,1,0,2,1,5,8,1,0
31140.53,2021-01-08 02:00:00,7200,1,0,2,1,5,8,1,0
30302.51,2021-01-08 03:00:00,10800,1,0,2,1,5,8,1,0
30075.62,2021-01-08 04:00:00,14400,1,0,2,1,5,8,1,0
30347.68,2021-01-08 05:00:00,18000,1,0,2,1,5,8,1,0
31101.79,2021-01-08 06:00:00,21600,1,0,2,1,5,8,1,0
32975.35,2021-01-08 07:00:00,25200,1,0,2,1,5,8,1,0
37185.37,2021-01-08 08:00:00,28800,1,0,2,1,5,8,1,0
40458.96,2021-01-08 09:00:00,32400,1,0,2,1,5,8,1,1
41592.27,2021-01-08 10:00:00,36000,1,0,2,1,5,8,1,1
42005.09,2021-01-08 11:00:00,39600,1,0,2,1,5,8,1,1
40496.14,2021-01-08 12:00:00,43200,0,1,2,1,5,8,1,1
39859.36,2021-01-08 13:00:00,46800,0,1,2,1,5,8,1,1
40986.25,2021-01-08 14:00:00,50400,0,1,2,1,5,8,1,1
40387.62,2021-01-08 15:00:00,54000,0,1,2,1,5,8,1,1
40288.81,2021-01-08 16:00:00,57600,0,1,2,1,5,8,1,1
40471.04,2021-01-08 17:00:00,61200,0,1,2,1,5,8,1,1
40533.3,2021-01-08 18:00:00,64800,0,1,2,1,5,8,1,0
39519.35,2021-01-08 19:00:00,68400,0,1,2,1,5,8,1,0
38408.87,2021-01-08 20:00:00,72000,0,1,2,1,5,8,1,0
37629.97,2021-01-08 21:00:00,75600,0,1,2,1,5,8,1,0
36884.8,2021-01-08 22:00:00,79200,0,1,2,1,5,8,1,0
35845.08,2021-01-08 23:00:00,82800,0,1,2,1,5,8,1,0
34179.62,2021-01-09 00:00:00,0,1,0,2,1,6,9,1,0
32540.12,2021-01-09 01:00:00,3600,1,0,2,1,6,9,1,0
31207.36,2021-01-09 02:00:00,7200,1,0,2,1,6,9,1,0
30300.31,2021-01-09 03:00:00,10800,1,0,2,1,6,9,1,0
29733.83,2021-01-09 04:00:00,14400,1,0,2,1,6,9,1,0
29862.21,2021-01-09 05:00:00,18000,1,0,2,1,6,9,1,0
30043.88,2021-01-09 06:00:00,21600,1,0,2,1,6,9,1,0
30751.12,2021-01-09 07:00:00,25200,1,0,2,1,6,9,1,0
32581.69,2021-01-09 08:00:00,28800,1,0,2,1,6,9,1,0
34678.94,2021-01-09 09:00:00,32400,1,0,2,1,6,9,1,0
36166.38,2021-01-09 10:00:00,36000,1,0,2,1,6,9,1,0
37487.93,2021-01-09 11:00:00,39600,1,0,2,1,6,9,1,0
37211.8,2021-01-09 12:00:00,43200,0,1,2,1,6,9,1,0
37810.82,2021-01-09 13:00:00,46800,0,1,2,1,6,9,1,0
38101.1,2021-01-09 14:00:00,50400,0,1,2,1,6,9,1,0
37558.51,2021-01-09 15:00:00,54000,0,1,2,1,6,9,1,0
37309.02,2021-01-09 16:00:00,57600,0,1,2,1,6,9,1,0
37765.19,2021-01-09 17:00:00,61200,0,1,2,1,6,9,1,0
38809.94,2021-01-09 18:00:00,64800,0,1,2,1,6,9,1,0
37942.62,2021-01-09 19:00:00,68400,0,1,2,1,6,9,1,0
36954.46,2021-01-09 20:00:00,72000,0,1,2,1,6,9,1,0
36123.84,2021-01-09 21:00:00,75600,0,1,2,1,6,9,1,0
35388.72,2021-01-09 22:00:00,79200,0,1,2,1,6,9,1,0
34248.06,2021-01-09 23:00:00,82800,0,1,2,1,6,9,1,0
32362.57,2021-01-10 00:00:00,0,1,0,2,1,7,10,1,0
30788.59,2021-01-10 01:00:00,3600,1,0,2,1,7,10,1,0
29431.82,2021-01-10 02:00:00,7200,1,0,2,1,7,10,1,0
28455.28,2021-01-10 03:00:00,10800,1,0,2,1,7,10,1,0
28145.71,2021-01-10 04:00:00,14400,1,0,2,1,7,10,1,0
28011.47,2021-01-10 05:00:00,18000,1,0,2,1,7,10,1,0
28015.06,2021-01-10 06:00:00,21600,1,0,2,1,7,10,1,0
27999.79,2021-01-10 07:00:00,25200,1,0,2,1,7,10,1,0
27876.2,2021-01-10 08:00:00,28800,1,0,2,1,7,10,1,0
29614.24,2021-01-10 09:00:00,32400,1,0,2,1,7,10,1,0
31095.17,2021-01-10 10:00:00,36000,1,0,2,1,7,10,1,0
32423.24,2021-01-10 11:00:00,39600,1,0,2,1,7,10,1,0
32824.93,2021-01-10 12:00:00,43200,0,1,2,1,7,10,1,0
33561.79,2021-01-10 13:00:00,46800,0,1,2,1,7,10,1,0
33812.88,2021-01-10 14:00:00,50400,0,1,2,1,7,10,1,0
33369.91,2021-01-10 15:00:00,54000,0,1,2,1,7,10,1,0
33842.39,2021-01-10 16:00:00,57600,0,1,2,1,7,10,1,0
34861.64,2021-01-10 17:00:00,61200,0,1,2,1,7,10,1,0
36205.84,2021-01-10 18:00:00,64800,0,1,2,1,7,10,1,0
35781.33,2021-01-10 19:00:00,68400,0,1,2,1,7,10,1,0
35012.36,2021-01-10 20:00:00,72000,0,1,2,1,7,10,1,0
34213.51,2021-01-10 21:00:00,75600,0,1,2,1,7,10,1,0
33725.85,2021-01-10 22:00:00,79200,0,1,2,1,7,10,1,0
32774.06,2021-01-10 23:00:00,82800,0,1,2,1,7,10,1,0
31395.13,2021-01-11 00:00:00,0,1,0,2,2,1,11,1,0
29954.28,2021-01-11 01:00:00,3600,1,0,2,2,1,11,1,0
28810.24,2021-01-11 02:00:00,7200,1,0,2,2,1,11,1,0
28104.63,2021-01-11 03:00:00,10800,1,0,2,2,1,11,1,0
27838.92,2021-01-11 04:00:00,14400,1,0,2,2,1,11,1,0
28173.46,2021-01-11 05:00:00,18000,1,0,2,2,1,11,1,0
29076.66,2021-01-11 06:00:00,21600,1,0,2,2,1,11,1,0
31478.08,2021-01-11 07:00:00,25200,1,0,2,2,1,11,1,0
36509.43,2021-01-11 08:00:00,28800,1,0,2,2,1,11,1,0
40182.86,2021-01-11 09:00:00,32400,1,0,2,2,1,11,1,1
41906.12,2021-01-11 10:00:00,36000,1,0,2,2,1,11,1,1
42571.25,2021-01-11 11:00:00,39600,1,0,2,2,1,11,1,1
41398.54,2021-01-11 12:00:00,43200,0,1,2,2,1,11,1,1
41871.04,2021-01-11 13:00:00,46800,0,1,2,2,1,11,1,1
41994.44,2021-01-11 14:00:00,50400,0,1,2,2,1,11,1,1
41322.18,2021-01-11 15:00:00,54000,0,1,2,2,1,11,1,1
40917.35,2021-01-11 16:00:00,57600,0,1,2,2,1,11,1,1
41114.18,2021-01-11 17:00:00,61200,0,1,2,2,1,11,1,1
41044.27,2021-01-11 18:00:00,64800,0,1,2,2,1,11,1,0
39873.41,2021-01-11 19:00:00,68400,0,1,2,2,1,11,1,0
38416.23,2021-01-11 20:00:00,72000,0,1,2,2,1,11,1,0
37689.16,2021-01-11 21:00:00,75600,0,1,2,2,1,11,1,0
36980.93,2021-01-11 22:00:00,79200,0,1,2,2,1,11,1,0
35732.32,2021-01-11 23:00:00,82800,0,1,2,2,1,11,1,0
33953.49,2021-01-12 00:00:00,0,1,0,2,2,2,12,1,0
32238.65,2021-01-12 01:00:00,3600,1,0,2,2,2,12,1,0
30977.29,2021-01-12 02:00:00,7200,1,0,2,2,2,12,1,0
30035.2,2021-01-12 03:00:00,10800,1,0,2,2,2,12,1,0
29857.39,2021-01-12 04:00:00,14400,1,0,2,2,2,12,1,0
30090.26,2021-01-12 05:00:00,18000,1,0,2,2,2,12,1,0
30811.76,2021-01-12 06:00:00,21600,1,0,2,2,2,12,1,0
32481.34,2021-01-12 07:00:00,25200,1,0,2,2,2,12,1,0
36665.64,2021-01-12 08:00:00,28800,1,0,2,2,2,12,1,0
39973.35,2021-01-12 09:00:00,32400,1,0,2,2,2,12,1,1
41243.7,2021-01-12 10:00:00,36000,1,0,2,2,2,12,1,1
42107.58,2021-01-12 11:00:00,39600,1,0,2,2,2,12,1,1
41222.95,2021-01-12 12:00:00,43200,0,1,2,2,2,12,1,1
41671.45,2021-01-12 13:00:00,46800,0,1,2,2,2,12,1,1
41925.87,2021-01-12 14:00:00,50400,0,1,2,2,2,12,1,1
41481.78,2021-01-12 15:00:00,54000,0,1,2,2,2,12,1,1
40895.04,2021-01-12 16:00:00,57600,0,1,2,2,2,12,1,1
40882.97,2021-01-12 17:00:00,61200,0,1,2,2,2,12,1,1
40658.51,2021-01-12 18:00:00,64800,0,1,2,2,2,12,1,0
39441.78,2021-01-12 19:00:00,68400,0,1,2,2,2,12,1,0
37949.4,2021-01-12 20:00:00,72000,0,1,2,2,2,12,1,0
37305.62,2021-01-12 21:00:00,75600,0,1,2,2,2,12,1,0
36498.47,2021-01-12 22:00:00,79200,0,1,2,2,2,12,1,0
35182.36,2021-01-12 23:00:00,82800,0,1,2,2,2,12,1,0
33330.77,2021-01-13 00:00:00,0,1,0,2,2,3,13,1,0
31823.6,2021-01-13 01:00:00,3600,1,0,2,2,3,13,1,0
30648.48,2021-01-13 02:00:00,7200,1,0,2,2,3,13,1,0
29853.27,2021-01-13 03:00:00,10800,1,0,2,2,3,13,1,0
29614.38,2021-01-13 04:00:00,14400,1,0,2,2,3,13,1,0
29839.39,2021-01-13 05:00:00,18000,1,0,2,2,3,13,1,0
30642.67,2021-01-13 06:00:00,21600,1,0,2,2,3,13,1,0
32492.93,2021-01-13 07:00:00,25200,1,0,2,2,3,13,1,0
36557.59,2021-01-13 08:00:00,28800,1,0,2,2,3,13,1,0
40150.38,2021-01-13 09:00:00,32400,1,0,2,2,3,13,1,1
42036.28,2021-01-13 10:00:00,36000,1,0,2,2,3,13,1,1
43144.3,2021-01-13 11:00:00,39600,1,0,2,2,3,13,1,1
42273.6,2021-01-13 12:00:00,43200,0,1,2,2,3,13,1,1
42954.44,2021-01-13 13:00:00,46800,0,1,2,2,3,13,1,1
43443.71,2021-01-13 14:00:00,50400,0,1,2,2,3,13,1,1
42599.75,2021-01-13 15:00:00,54000,0,1,2,2,3,13,1,1
42114.44,2021-01-13 16:00:00,57600,0,1,2,2,3,13,1,1
42135.32,2021-01-13 17:00:00,61200,0,1,2,2,3,13,1,1
41819.14,2021-01-13 18:00:00,64800,0,1,2,2,3,13,1,0
40413.87,2021-01-13 19:00:00,68400,0,1,2,2,3,13,1,0
38805.5,2021-01-13 20:00:00,72000,0,1,2,2,3,13,1,0
38013.54,2021-01-13 21:00:00,75600,0,1,2,2,3,13,1,0
37256.77,2021-01-13 22:00:00,79200,0,1,2,2,3,13,1,0
35872.75,2021-01-13 23:00:00,82800,0,1,2,2,3,13,1,0
33856.97,2021-01-14 00:00:00,0,1,0,3,2,4,14,1,0
32133.51,2021-01-14 01:00:00,3600,1,0,3,2,4,14,1,0
30969.91,2021-01-14 02:00:00,7200,1,0,3,2,4,14,1,0
30068.6,2021-01-14 03:00:00,10800,1,0,3,2,4,14,1,0
29985.8,2021-01-14 04:00:00,14400,1,0,3,2,4,14,1,0
30161.71,2021-01-14 05:00:00,18000,1,0,3,2,4,14,1,0
30934.35,2021-01-14 06:00:00,21600,1,0,3,2,4,14,1,0
32774.01,2021-01-14 07:00:00,25200,1,0,3,2,4,14,1,0
37347.12,2021-01-14 08:00:00,28800,1,0,3,2,4,14,1,0
41170.91,2021-01-14 09:00:00,32400,1,0,3,2,4,14,1,1
43167.21,2021-01-14 10:00:00,36000,1,0,3,2,4,14,1,1
44154.07,2021-01-14 11:00:00,39600,1,0,3,2,4,14,1,1
43340.26,2021-01-14 12:00:00,43200,0,1,3,2,4,14,1,1
43935.76,2021-01-14 13:00:00,46800,0,1,3,2,4,14,1,1
44199.3,2021-01-14 14:00:00,50400,0,1,3,2,4,14,1,1
43392.29,2021-01-14 15:00:00,54000,0,1,3,2,4,14,1,1
42886.42,2021-01-14 16:00:00,57600,0,1,3,2,4,14,1,1
42778.52,2021-01-14 17:00:00,61200,0,1,3,2,4,14,1,1
42312.86,2021-01-14 18:00:00,64800,0,1,3,2,4,14,1,0
41155.06,2021-01-14 19:00:00,68400,0,1,3,2,4,14,1,0
39493.38,2021-01-14 20:00:00,72000,0,1,3,2,4,14,1,0
38614.52,2021-01-14 21:00:00,75600,0,1,3,2,4,14,1,0
37908.85,2021-01-14 22:00:00,79200,0,1,3,2,4,14,1,0
36603.87,2021-01-14 23:00:00,82800,0,1,3,2,4,14,1,0
34578.02,2021-01-15 00:00:00,0,1,0,3,2,5,15,1,0
32630.52,2021-01-15 01:00:00,3600,1,0,3,2,5,15,1,0
31267.88,2021-01-15 02:00:00,7200,1,0,3,2,5,15,1,0
30521.89,2021-01-15 03:00:00,10800,1,0,3,2,5,15,1,0
30196.63,2021-01-15 04:00:00,14400,1,0,3,2,5,15,1,0
30598.0,2021-01-15 05:00:00,18000,1,0,3,2,5,15,1,0
31366.48,2021-01-15 06:00:00,21600,1,0,3,2,5,15,1,0
33207.14,2021-01-15 07:00:00,25200,1,0,3,2,5,15,1,0
37689.72,2021-01-15 08:00:00,28800,1,0,3,2,5,15,1,0
41668.52,2021-01-15 09:00:00,32400,1,0,3,2,5,15,1,1
43957.06,2021-01-15 10:00:00,36000,1,0,3,2,5,15,1,1
45017.39,2021-01-15 11:00:00,39600,1,0,3,2,5,15,1,1
43715.49,2021-01-15 12:00:00,43200,0,1,3,2,5,15,1,1
43120.69,2021-01-15 13:00:00,46800,0,1,3,2,5,15,1,1
44064.12,2021-01-15 14:00:00,50400,0,1,3,2,5,15,1,1
43447.5,2021-01-15 15:00:00,54000,0,1,3,2,5,15,1,1
42809.16,2021-01-15 16:00:00,57600,0,1,3,2,5,15,1,1
42392.31,2021-01-15 17:00:00,61200,0,1,3,2,5,15,1,1
41882.59,2021-01-15 18:00:00,64800,0,1,3,2,5,15,1,0
40550.77,2021-01-15 19:00:00,68400,0,1,3,2,5,15,1,0
39176.28,2021-01-15 20:00:00,72000,0,1,3,2,5,15,1,0
38265.84,2021-01-15 21:00:00,75600,0,1,3,2,5,15,1,0
37583.46,2021-01-15 22:00:00,79200,0,1,3,2,5,15,1,0
36381.7,2021-01-15 23:00:00,82800,0,1,3,2,5,15,1,0
34495.69,2021-01-16 00:00:00,0,1,0,3,2,6,16,1,0
32761.98,2021-01-16 01:00:00,3600,1,0,3,2,6,16,1,0
31380.61,2021-01-16 02:00:00,7200,1,0,3,2,6,16,1,0
30590.2,2021-01-16 03:00:00,10800,1,0,3,2,6,16,1,0
30154.35,2021-01-16 04:00:00,14400,1,0,3,2,6,16,1,0
30102.28,2021-01-16 05:00:00,18000,1,0,3,2,6,16,1,0
30332.18,2021-01-16 06:00:00,21600,1,0,3,2,6,16,1,0
31068.98,2021-01-16 07:00:00,25200,1,0,3,2,6,16,1,0
32796.07,2021-01-16 08:00:00,28800,1,0,3,2,6,16,1,0
35393.7,2021-01-16 09:00:00,32400,1,0,3,2,6,16,1,0
37751.75,2021-01-16 10:00:00,36000,1,0,3,2,6,16,1,0
39458.65,2021-01-16 11:00:00,39600,1,0,3,2,6,16,1,0
39499.5,2021-01-16 12:00:00,43200,0,1,3,2,6,16,1,0
40054.6,2021-01-16 13:00:00,46800,0,1,3,2,6,16,1,0
40095.9,2021-01-16 14:00:00,50400,0,1,3,2,6,16,1,0
