Value,Datetime,TimeNum,AM,PM,Week of Month,Week of Year,Day of Week,Day of Month,quarter,isWorkingTime
28125.46,2020-01-01 00:00:00,0,1,0,1,1,3,1,1,0
26548.41,2020-01-01 01:00:00,3600,1,0,1,1,3,1,1,0
25287.99,2020-01-01 02:00:00,7200,1,0,1,1,3,1,1,0
24311.53,2020-01-01 03:00:00,10800,1,0,1,1,3,1,1,0
23730.48,2020-01-01 04:00:00,14400,1,0,1,1,3,1,1,0
23535.52,2020-01-01 05:00:00,18000,1,0,1,1,3,1,1,0
23774.24,2020-01-01 06:00:00,21600,1,0,1,1,3,1,1,0
24112.0,2020-01-01 07:00:00,25200,1,0,1,1,3,1,1,0
24196.77,2020-01-01 08:00:00,28800,1,0,1,1,3,1,1,0
25402.1,2020-01-01 09:00:00,32400,1,0,1,1,3,1,1,1
26788.47,2020-01-01 10:00:00,36000,1,0,1,1,3,1,1,1
28060.72,2020-01-01 11:00:00,39600,1,0,1,1,3,1,1,1
28700.55,2020-01-01 12:00:00,43200,0,1,1,1,3,1,1,1
29224.32,2020-01-01 13:00:00,46800,0,1,1,1,3,1,1,1
29613.62,2020-01-01 14:00:00,50400,0,1,1,1,3,1,1,1
30313.96,2020-01-01 15:00:00,54000,0,1,1,1,3,1,1,1
31318.36,2020-01-01 16:00:00,57600,0,1,1,1,3,1,1,1
33214.7,2020-01-01 17:00:00,61200,0,1,1,1,3,1,1,1
34667.61,2020-01-01 18:00:00,64800,0,1,1,1,3,1,1,0
34356.8,2020-01-01 19:00:00,68400,0,1,1,1,3,1,1,0
33546.76,2020-01-01 20:00:00,72000,0,1,1,1,3,1,1,0
33004.97,2020-01-01 21:00:00,75600,0,1,1,1,3,1,1,0
32080.63,2020-01-01 22:00:00,79200,0,1,1,1,3,1,1,0
30793.95,2020-01-01 23:00:00,82800,0,1,1,1,3,1,1,0
29132.07,2020-01-02 00:00:00,0,1,0,1,1,4,2,1,0
27694.66,2020-01-02 01:00:00,3600,1,0,1,1,4,2,1,0
26662.38,2020-01-02 02:00:00,7200,1,0,1,1,4,2,1,0
26111.08,2020-01-02 03:00:00,10800,1,0,1,1,4,2,1,0
25939.56,2020-01-02 04:00:00,14400,1,0,1,1,4,2,1,0
26425.33,2020-01-02 05:00:00,18000,1,0,1,1,4,2,1,0
27675.23,2020-01-02 06:00:00,21600,1,0,1,1,4,2,1,0
30819.25,2020-01-02 07:00:00,25200,1,0,1,1,4,2,1,0
36065.98,2020-01-02 08:00:00,28800,1,0,1,1,4,2,1,0
39141.53,2020-01-02 09:00:00,32400,1,0,1,1,4,2,1,1
40060.11,2020-01-02 10:00:00,36000,1,0,1,1,4,2,1,1
40493.42,2020-01-02 11:00:00,39600,1,0,1,1,4,2,1,1
39176.39,2020-01-02 12:00:00,43200,0,1,1,1,4,2,1,1
39682.56,2020-01-02 13:00:00,46800,0,1,1,1,4,2,1,1
40259.63,2020-01-02 14:00:00,50400,0,1,1,1,4,2,1,1
40331.29,2020-01-02 15:00:00,54000,0,1,1,1,4,2,1,1
40904.43,2020-01-02 16:00:00,57600,0,1,1,1,4,2,1,1
41728.62,2020-01-02 17:00:00,61200,0,1,1,1,4,2,1,1
41220.41,2020-01-02 18:00:00,64800,0,1,1,1,4,2,1,0
39948.23,2020-01-02 19:00:00,68400,0,1,1,1,4,2,1,0
38933.35,2020-01-02 20:00:00,72000,0,1,1,1,4,2,1,0
37670.91,2020-01-02 21:00:00,75600,0,1,1,1,4,2,1,0
36485.42,2020-01-02 22:00:00,79200,0,1,1,1,4,2,1,0
34740.57,2020-01-02 23:00:00,82800,0,1,1,1,4,2,1,0
32285.62,2020-01-03 00:00:00,0,1,0,1,1,5,3,1,0
30433.66,2020-01-03 01:00:00,3600,1,0,1,1,5,3,1,0
29163.8,2020-01-03 02:00:00,7200,1,0,1,1,5,3,1,0
28554.01,2020-01-03 03:00:00,10800,1,0,1,1,5,3,1,0
28446.72,2020-01-03 04:00:00,14400,1,0,1,1,5,3,1,0
28853.57,2020-01-03 05:00:00,18000,1,0,1,1,5,3,1,0
29951.9,2020-01-03 06:00:00,21600,1,0,1,1,5,3,1,0
32879.26,2020-01-03 07:00:00,25200,1,0,1,1,5,3,1,0
37342.36,2020-01-03 08:00:00,28800,1,0,1,1,5,3,1,0
40071.64,2020-01-03 09:00:00,32400,1,0,1,1,5,3,1,1
40422.42,2020-01-03 10:00:00,36000,1,0,1,1,5,3,1,1
40864.42,2020-01-03 11:00:00,39600,1,0,1,1,5,3,1,1
39173.84,2020-01-03 12:00:00,43200,0,1,1,1,5,3,1,1
38051.53,2020-01-03 13:00:00,46800,0,1,1,1,5,3,1,1
39477.93,2020-01-03 14:00:00,50400,0,1,1,1,5,3,1,1
39601.16,2020-01-03 15:00:00,54000,0,1,1,1,5,3,1,1
40277.26,2020-01-03 16:00:00,57600,0,1,1,1,5,3,1,1
41411.18,2020-01-03 17:00:00,61200,0,1,1,1,5,3,1,1
41059.2,2020-01-03 18:00:00,64800,0,1,1,1,5,3,1,0
39702.42,2020-01-03 19:00:00,68400,0,1,1,1,5,3,1,0
38714.3,2020-01-03 20:00:00,72000,0,1,1,1,5,3,1,0
37586.49,2020-01-03 21:00:00,75600,0,1,1,1,5,3,1,0
36524.01,2020-01-03 22:00:00,79200,0,1,1,1,5,3,1,0
35124.79,2020-01-03 23:00:00,82800,0,1,1,1,5,3,1,0
32637.33,2020-01-04 00:00:00,0,1,0,1,1,6,4,1,0
30927.22,2020-01-04 01:00:00,3600,1,0,1,1,6,4,1,0
29729.1,2020-01-04 02:00:00,7200,1,0,1,1,6,4,1,0
28876.84,2020-01-04 03:00:00,10800,1,0,1,1,6,4,1,0
28558.57,2020-01-04 04:00:00,14400,1,0,1,1,6,4,1,0
28715.93,2020-01-04 05:00:00,18000,1,0,1,1,6,4,1,0
29215.12,2020-01-04 06:00:00,21600,1,0,1,1,6,4,1,0
30477.12,2020-01-04 07:00:00,25200,1,0,1,1,6,4,1,0
33547.45,2020-01-04 08:00:00,28800,1,0,1,1,6,4,1,0
36521.73,2020-01-04 09:00:00,32400,1,0,1,1,6,4,1,0
38244.73,2020-01-04 10:00:00,36000,1,0,1,1,6,4,1,0
38950.84,2020-01-04 11:00:00,39600,1,0,1,1,6,4,1,0
37845.43,2020-01-04 12:00:00,43200,0,1,1,1,6,4,1,0
37642.81,2020-01-04 13:00:00,46800,0,1,1,1,6,4,1,0
37118.61,2020-01-04 14:00:00,50400,0,1,1,1,6,4,1,0
36499.18,2020-01-04 15:00:00,54000,0,1,1,1,6,4,1,0
36616.45,2020-01-04 16:00:00,57600,0,1,1,1,6,4,1,0
37704.95,2020-01-04 17:00:00,61200,0,1,1,1,6,4,1,0
38836.27,2020-01-04 18:00:00,64800,0,1,1,1,6,4,1,0
38097.54,2020-01-04 19:00:00,68400,0,1,1,1,6,4,1,0
37141.79,2020-01-04 20:00:00,72000,0,1,1,1,6,4,1,0
36302.72,2020-01-04 21:00:00,75600,0,1,1,1,6,4,1,0
35201.04,2020-01-04 22:00:00,79200,0,1,1,1,6,4,1,0
34024.67,2020-01-04 23:00:00,82800,0,1,1,1,6,4,1,0
31710.85,2020-01-05 00:00:00,0,1,0,1,1,7,5,1,0
29857.75,2020-01-05 01:00:00,3600,1,0,1,1,7,5,1,0
28431.11,2020-01-05 02:00:00,7200,1,0,1,1,7,5,1,0
27413.73,2020-01-05 03:00:00,10800,1,0,1,1,7,5,1,0
26997.13,2020-01-05 04:00:00,14400,1,0,1,1,7,5,1,0
27006.71,2020-01-05 05:00:00,18000,1,0,1,1,7,5,1,0
27192.72,2020-01-05 06:00:00,21600,1,0,1,1,7,5,1,0
27507.26,2020-01-05 07:00:00,25200,1,0,1,1,7,5,1,0
27647.11,2020-01-05 08:00:00,28800,1,0,1,1,7,5,1,0
28929.46,2020-01-05 09:00:00,32400,1,0,1,1,7,5,1,0
30183.02,2020-01-05 10:00:00,36000,1,0,1,1,7,5,1,0
31112.45,2020-01-05 11:00:00,39600,1,0,1,1,7,5,1,0
31252.33,2020-01-05 12:00:00,43200,0,1,1,1,7,5,1,0
31479.63,2020-01-05 13:00:00,46800,0,1,1,1,7,5,1,0
31110.45,2020-01-05 14:00:00,50400,0,1,1,1,7,5,1,0
32112.55,2020-01-05 15:00:00,54000,0,1,1,1,7,5,1,0
33063.75,2020-01-05 16:00:00,57600,0,1,1,1,7,5,1,0
34918.27,2020-01-05 17:00:00,61200,0,1,1,1,7,5,1,0
36709.31,2020-01-05 18:00:00,64800,0,1,1,1,7,5,1,0
36357.77,2020-01-05 19:00:00,68400,0,1,1,1,7,5,1,0
35791.91,2020-01-05 20:00:00,72000,0,1,1,1,7,5,1,0
34889.56,2020-01-05 21:00:00,75600,0,1,1,1,7,5,1,0
33883.99,2020-01-05 22:00:00,79200,0,1,1,1,7,5,1,0
32758.66,2020-01-05 23:00:00,82800,0,1,1,1,7,5,1,0
30642.14,2020-01-06 00:00:00,0,1,0,1,2,1,6,1,0
28900.19,2020-01-06 01:00:00,3600,1,0,1,2,1,6,1,0
27770.55,2020-01-06 02:00:00,7200,1,0,1,2,1,6,1,0
27283.29,2020-01-06 03:00:00,10800,1,0,1,2,1,6,1,0
27017.75,2020-01-06 04:00:00,14400,1,0,1,2,1,6,1,0
27485.75,2020-01-06 05:00:00,18000,1,0,1,2,1,6,1,0
29194.27,2020-01-06 06:00:00,21600,1,0,1,2,1,6,1,0
32308.98,2020-01-06 07:00:00,25200,1,0,1,2,1,6,1,0
37718.28,2020-01-06 08:00:00,28800,1,0,1,2,1,6,1,0
41148.46,2020-01-06 09:00:00,32400,1,0,1,2,1,6,1,1
42287.61,2020-01-06 10:00:00,36000,1,0,1,2,1,6,1,1
43174.19,2020-01-06 11:00:00,39600,1,0,1,2,1,6,1,1
42406.72,2020-01-06 12:00:00,43200,0,1,1,2,1,6,1,1
42908.44,2020-01-06 13:00:00,46800,0,1,1,2,1,6,1,1
43461.91,2020-01-06 14:00:00,50400,0,1,1,2,1,6,1,1
43144.92,2020-01-06 15:00:00,54000,0,1,1,2,1,6,1,1
43209.05,2020-01-06 16:00:00,57600,0,1,1,2,1,6,1,1
43523.0,2020-01-06 17:00:00,61200,0,1,1,2,1,6,1,1
42321.89,2020-01-06 18:00:00,64800,0,1,1,2,1,6,1,0
40802.57,2020-01-06 19:00:00,68400,0,1,1,2,1,6,1,0
39682.82,2020-01-06 20:00:00,72000,0,1,1,2,1,6,1,0
38590.98,2020-01-06 21:00:00,75600,0,1,1,2,1,6,1,0
37313.0,2020-01-06 22:00:00,79200,0,1,1,2,1,6,1,0
35507.62,2020-01-06 23:00:00,82800,0,1,1,2,1,6,1,0
32668.2,2020-01-07 00:00:00,0,1,0,2,2,2,7,1,0
31076.87,2020-01-07 01:00:00,3600,1,0,2,2,2,7,1,0
29860.01,2020-01-07 02:00:00,7200,1,0,2,2,2,7,1,0
29178.92,2020-01-07 03:00:00,10800,1,0,2,2,2,7,1,0
29002.78,2020-01-07 04:00:00,14400,1,0,2,2,2,7,1,0
29394.83,2020-01-07 05:00:00,18000,1,0,2,2,2,7,1,0
30588.03,2020-01-07 06:00:00,21600,1,0,2,2,2,7,1,0
33370.94,2020-01-07 07:00:00,25200,1,0,2,2,2,7,1,0
38113.15,2020-01-07 08:00:00,28800,1,0,2,2,2,7,1,0
40759.12,2020-01-07 09:00:00,32400,1,0,2,2,2,7,1,1
41743.61,2020-01-07 10:00:00,36000,1,0,2,2,2,7,1,1
42479.54,2020-01-07 11:00:00,39600,1,0,2,2,2,7,1,1
41282.06,2020-01-07 12:00:00,43200,0,1,2,2,2,7,1,1
41702.32,2020-01-07 13:00:00,46800,0,1,2,2,2,7,1,1
42328.05,2020-01-07 14:00:00,50400,0,1,2,2,2,7,1,1
42108.66,2020-01-07 15:00:00,54000,0,1,2,2,2,7,1,1
42468.78,2020-01-07 16:00:00,57600,0,1,2,2,2,7,1,1
43041.1,2020-01-07 17:00:00,61200,0,1,2,2,2,7,1,1
42077.94,2020-01-07 18:00:00,64800,0,1,2,2,2,7,1,0
40716.92,2020-01-07 19:00:00,68400,0,1,2,2,2,7,1,0
39558.75,2020-01-07 20:00:00,72000,0,1,2,2,2,7,1,0
38610.42,2020-01-07 21:00:00,75600,0,1,2,2,2,7,1,0
37513.61,2020-01-07 22:00:00,79200,0,1,2,2,2,7,1,0
35597.18,2020-01-07 23:00:00,82800,0,1,2,2,2,7,1,0
33246.39,2020-01-08 00:00:00,0,1,0,2,2,3,8,1,0
31376.86,2020-01-08 01:00:00,3600,1,0,2,2,3,8,1,0
30020.92,2020-01-08 02:00:00,7200,1,0,2,2,3,8,1,0
29259.18,2020-01-08 03:00:00,10800,1,0,2,2,3,8,1,0
29083.6,2020-01-08 04:00:00,14400,1,0,2,2,3,8,1,0
29458.23,2020-01-08 05:00:00,18000,1,0,2,2,3,8,1,0
30679.93,2020-01-08 06:00:00,21600,1,0,2,2,3,8,1,0
33723.7,2020-01-08 07:00:00,25200,1,0,2,2,3,8,1,0
38601.23,2020-01-08 08:00:00,28800,1,0,2,2,3,8,1,0
41345.51,2020-01-08 09:00:00,32400,1,0,2,2,3,8,1,1
42175.76,2020-01-08 10:00:00,36000,1,0,2,2,3,8,1,1
42676.33,2020-01-08 11:00:00,39600,1,0,2,2,3,8,1,1
41257.59,2020-01-08 12:00:00,43200,0,1,2,2,3,8,1,1
41632.46,2020-01-08 13:00:00,46800,0,1,2,2,3,8,1,1
42162.49,2020-01-08 14:00:00,50400,0,1,2,2,3,8,1,1
41814.16,2020-01-08 15:00:00,54000,0,1,2,2,3,8,1,1
42146.61,2020-01-08 16:00:00,57600,0,1,2,2,3,8,1,1
42781.85,2020-01-08 17:00:00,61200,0,1,2,2,3,8,1,1
42096.04,2020-01-08 18:00:00,64800,0,1,2,2,3,8,1,0
40867.75,2020-01-08 19:00:00,68400,0,1,2,2,3,8,1,0
39788.0,2020-01-08 20:00:00,72000,0,1,2,2,3,8,1,0
38658.11,2020-01-08 21:00:00,75600,0,1,2,2,3,8,1,0
37685.87,2020-01-08 22:00:00,79200,0,1,2,2,3,8,1,0
35826.48,2020-01-08 23:00:00,82800,0,1,2,2,3,8,1,0
33588.76,2020-01-09 00:00:00,0,1,0,2,2,4,9,1,0
31869.51,2020-01-09 01:00:00,3600,1,0,2,2,4,9,1,0
30531.6,2020-01-09 02:00:00,7200,1,0,2,2,4,9,1,0
29846.28,2020-01-09 03:00:00,10800,1,0,2,2,4,9,1,0
29535.14,2020-01-09 04:00:00,14400,1,0,2,2,4,9,1,0
29842.9,2020-01-09 05:00:00,18000,1,0,2,2,4,9,1,0
31120.93,2020-01-09 06:00:00,21600,1,0,2,2,4,9,1,0
34047.59,2020-01-09 07:00:00,25200,1,0,2,2,4,9,1,0
38855.99,2020-01-09 08:00:00,28800,1,0,2,2,4,9,1,0
41337.2,2020-01-09 09:00:00,32400,1,0,2,2,4,9,1,1
41295.17,2020-01-09 10:00:00,36000,1,0,2,2,4,9,1,1
41063.31,2020-01-09 11:00:00,39600,1,0,2,2,4,9,1,1
38862.87,2020-01-09 12:00:00,43200,0,1,2,2,4,9,1,1
39659.43,2020-01-09 13:00:00,46800,0,1,2,2,4,9,1,1
40453.71,2020-01-09 14:00:00,50400,0,1,2,2,4,9,1,1
40652.62,2020-01-09 15:00:00,54000,0,1,2,2,4,9,1,1
41224.54,2020-01-09 16:00:00,57600,0,1,2,2,4,9,1,1
42247.32,2020-01-09 17:00:00,61200,0,1,2,2,4,9,1,1
42169.94,2020-01-09 18:00:00,64800,0,1,2,2,4,9,1,0
41176.87,2020-01-09 19:00:00,68400,0,1,2,2,4,9,1,0
39848.89,2020-01-09 20:00:00,72000,0,1,2,2,4,9,1,0
38931.27,2020-01-09 21:00:00,75600,0,1,2,2,4,9,1,0
37641.11,2020-01-09 22:00:00,79200,0,1,2,2,4,9,1,0
36305.75,2020-01-09 23:00:00,82800,0,1,2,2,4,9,1,0
33529.48,2020-01-10 00:00:00,0,1,0,2,2,5,10,1,0
31768.5,2020-01-10 01:00:00,3600,1,0,2,2,5,10,1,0
30191.8,2020-01-10 02:00:00,7200,1,0,2,2,5,10,1,0
29820.98,2020-01-10 03:00:00,10800,1,0,2,2,5,10,1,0
29630.03,2020-01-10 04:00:00,14400,1,0,2,2,5,10,1,0
29719.9,2020-01-10 05:00:00,18000,1,0,2,2,5,10,1,0
31103.91,2020-01-10 06:00:00,21600,1,0,2,2,5,10,1,0
33879.13,2020-01-10 07:00:00,25200,1,0,2,2,5,10,1,0
38668.65,2020-01-10 08:00:00,28800,1,0,2,2,5,10,1,0
40785.68,2020-01-10 09:00:00,32400,1,0,2,2,5,10,1,1
40738.93,2020-01-10 10:00:00,36000,1,0,2,2,5,10,1,1
40831.28,2020-01-10 11:00:00,39600,1,0,2,2,5,10,1,1
38337.07,2020-01-10 12:00:00,43200,0,1,2,2,5,10,1,1
36694.34,2020-01-10 13:00:00,46800,0,1,2,2,5,10,1,1
38155.19,2020-01-10 14:00:00,50400,0,1,2,2,5,10,1,1
38628.97,2020-01-10 15:00:00,54000,0,1,2,2,5,10,1,1
39601.62,2020-01-10 16:00:00,57600,0,1,2,2,5,10,1,1
41252.26,2020-01-10 17:00:00,61200,0,1,2,2,5,10,1,1
41697.34,2020-01-10 18:00:00,64800,0,1,2,2,5,10,1,0
40621.14,2020-01-10 19:00:00,68400,0,1,2,2,5,10,1,0
39337.71,2020-01-10 20:00:00,72000,0,1,2,2,5,10,1,0
38477.17,2020-01-10 21:00:00,75600,0,1,2,2,5,10,1,0
37424.43,2020-01-10 22:00:00,79200,0,1,2,2,5,10,1,0
36013.78,2020-01-10 23:00:00,82800,0,1,2,2,5,10,1,0
33615.73,2020-01-11 00:00:00,0,1,0,2,2,6,11,1,0
31753.06,2020-01-11 01:00:00,3600,1,0,2,2,6,11,1,0
30474.23,2020-01-11 02:00:00,7200,1,0,2,2,6,11,1,0
29705.2,2020-01-11 03:00:00,10800,1,0,2,2,6,11,1,0
29421.24,2020-01-11 04:00:00,14400,1,0,2,2,6,11,1,0
29097.21,2020-01-11 05:00:00,18000,1,0,2,2,6,11,1,0
29864.2,2020-01-11 06:00:00,21600,1,0,2,2,6,11,1,0
31497.96,2020-01-11 07:00:00,25200,1,0,2,2,6,11,1,0
34376.46,2020-01-11 08:00:00,28800,1,0,2,2,6,11,1,0
36313.57,2020-01-11 09:00:00,32400,1,0,2,2,6,11,1,0
36550.14,2020-01-11 10:00:00,36000,1,0,2,2,6,11,1,0
36442.28,2020-01-11 11:00:00,39600,1,0,2,2,6,11,1,0
34938.51,2020-01-11 12:00:00,43200,0,1,2,2,6,11,1,0
34480.5,2020-01-11 13:00:00,46800,0,1,2,2,6,11,1,0
34216.4,2020-01-11 14:00:00,50400,0,1,2,2,6,11,1,0
34214.69,2020-01-11 15:00:00,54000,0,1,2,2,6,11,1,0
35179.55,2020-01-11 16:00:00,57600,0,1,2,2,6,11,1,0
37235.25,2020-01-11 17:00:00,61200,0,1,2,2,6,11,1,0
39127.89,2020-01-11 18:00:00,64800,0,1,2,2,6,11,1,0
38534.93,2020-01-11 19:00:00,68400,0,1,2,2,6,11,1,0
37575.67,2020-01-11 20:00:00,72000,0,1,2,2,6,11,1,0
36685.01,2020-01-11 21:00:00,75600,0,1,2,2,6,11,1,0
35575.65,2020-01-11 22:00:00,79200,0,1,2,2,6,11,1,0
34328.44,2020-01-11 23:00:00,82800,0,1,2,2,6,11,1,0
32137.24,2020-01-12 00:00:00,0,1,0,2,2,7,12,1,0
30097.42,2020-01-12 01:00:00,3600,1,0,2,2,7,12,1,0
28750.38,2020-01-12 02:00:00,7200,1,0,2,2,7,12,1,0
27851.19,2020-01-12 03:00:00,10800,1,0,2,2,7,12,1,0
27445.94,2020-01-12 04:00:00,14400,1,0,2,2,7,12,1,0
27409.07,2020-01-12 05:00:00,18000,1,0,2,2,7,12,1,0
27582.95,2020-01-12 06:00:00,21600,1,0,2,2,7,12,1,0
27855.82,2020-01-12 07:00:00,25200,1,0,2,2,7,12,1,0
27788.36,2020-01-12 08:00:00,28800,1,0,2,2,7,12,1,0
28708.07,2020-01-12 09:00:00,32400,1,0,2,2,7,12,1,0
29974.1,2020-01-12 10:00:00,36000,1,0,2,2,7,12,1,0
30854.31,2020-01-12 11:00:00,39600,1,0,2,2,7,12,1,0
30922.78,2020-01-12 12:00:00,43200,0,1,2,2,7,12,1,0
31160.53,2020-01-12 13:00:00,46800,0,1,2,2,7,12,1,0
31100.56,2020-01-12 14:00:00,50400,0,1,2,2,7,12,1,0
31409.4,2020-01-12 15:00:00,54000,0,1,2,2,7,12,1,0
32134.23,2020-01-12 16:00:00,57600,0,1,2,2,7,12,1,0
33901.3,2020-01-12 17:00:00,61200,0,1,2,2,7,12,1,0
36182.78,2020-01-12 18:00:00,64800,0,1,2,2,7,12,1,0
36226.91,2020-01-12 19:00:00,68400,0,1,2,2,7,12,1,0
35552.01,2020-01-12 20:00:00,72000,0,1,2,2,7,12,1,0
34880.81,2020-01-12 21:00:00,75600,0,1,2,2,7,12,1,0
33888.11,2020-01-12 22:00:00,79200,0,1,2,2,7,12,1,0
32654.06,2020-01-12 23:00:00,82800,0,1,2,2,7,12,1,0
30778.36,2020-01-13 00:00:00,0,1,0,2,3,1,13,1,0
29048.16,2020-01-13 01:00:00,3600,1,0,2,3,1,13,1,0
27865.7,2020-01-13 02:00:00,7200,1,0,2,3,1,13,1,0
27349.06,2020-01-13 03:00:00,10800,1,0,2,3,1,13,1,0
27107.4,2020-01-13 04:00:00,14400,1,0,2,3,1,13,1,0
27412.34,2020-01-13 05:00:00,18000,1,0,2,3,1,13,1,0
28971.91,2020-01-13 06:00:00,21600,1,0,2,3,1,13,1,0
32216.01,2020-01-13 07:00:00,25200,1,0,2,3,1,13,1,0
37547.88,2020-01-13 08:00:00,28800,1,0,2,3,1,13,1,0
40038.74,2020-01-13 09:00:00,32400,1,0,2,3,1,13,1,1
39837.35,2020-01-13 10:00:00,36000,1,0,2,3,1,13,1,1
39582.82,2020-01-13 11:00:00,39600,1,0,2,3,1,13,1,1
37509.05,2020-01-13 12:00:00,43200,0,1,2,3,1,13,1,1
37494.92,2020-01-13 13:00:00,46800,0,1,2,3,1,13,1,1
37946.32,2020-01-13 14:00:00,50400,0,1,2,3,1,13,1,1
38493.34,2020-01-13 15:00:00,54000,0,1,2,3,1,13,1,1
39469.65,2020-01-13 16:00:00,57600,0,1,2,3,1,13,1,1
41059.87,2020-01-13 17:00:00,61200,0,1,2,3,1,13,1,1
41588.59,2020-01-13 18:00:00,64800,0,1,2,3,1,13,1,0
40465.6,2020-01-13 19:00:00,68400,0,1,2,3,1,13,1,0
39346.44,2020-01-13 20:00:00,72000,0,1,2,3,1,13,1,0
38398.48,2020-01-13 21:00:00,75600,0,1,2,3,1,13,1,0
37279.43,2020-01-13 22:00:00,79200,0,1,2,3,1,13,1,0
35663.2,2020-01-13 23:00:00,82800,0,1,2,3,1,13,1,0
33372.2,2020-01-14 00:00:00,0,1,0,3,3,2,14,1,0
31511.79,2020-01-14 01:00:00,3600,1,0,3,3,2,14,1,0
30283.43,2020-01-14 02:00:00,7200,1,0,3,3,2,14,1,0
29564.25,2020-01-14 03:00:00,10800,1,0,3,3,2,14,1,0
29544.75,2020-01-14 04:00:00,14400,1,0,3,3,2,14,1,0
29798.24,2020-01-14 05:00:00,18000,1,0,3,3,2,14,1,0
31107.96,2020-01-14 06:00:00,21600,1,0,3,3,2,14,1,0
33885.58,2020-01-14 07:00:00,25200,1,0,3,3,2,14,1,0
38442.04,2020-01-14 08:00:00,28800,1,0,3,3,2,14,1,0
40401.94,2020-01-14 09:00:00,32400,1,0,3,3,2,14,1,1
39803.18,2020-01-14 10:00:00,36000,1,0,3,3,2,14,1,1
39645.91,2020-01-14 11:00:00,39600,1,0,3,3,2,14,1,1
37463.01,2020-01-14 12:00:00,43200,0,1,3,3,2,14,1,1
37401.92,2020-01-14 13:00:00,46800,0,1,3,3,2,14,1,1
37988.68,2020-01-14 14:00:00,50400,0,1,3,3,2,14,1,1
38315.85,2020-01-14 15:00:00,54000,0,1,3,3,2,14,1,1
39618.39,2020-01-14 16:00:00,57600,0,1,3,3,2,14,1,1
41197.93,2020-01-14 17:00:00,61200,0,1,3,3,2,14,1,1
41641.79,2020-01-14 18:00:00,64800,0,1,3,3,2,14,1,0
40637.27,2020-01-14 19:00:00,68400,0,1,3,3,2,14,1,0
39560.64,2020-01-14 20:00:00,72000,0,1,3,3,2,14,1,0
38577.35,2020-01-14 21:00:00,75600,0,1,3,3,2,14,1,0
37293.51,2020-01-14 22:00:00,79200,0,1,3,3,2,14,1,0
35734.15,2020-01-14 23:00:00,82800,0,1,3,3,2,14,1,0
33285.78,2020-01-15 00:00:00,0,1,0,3,3,3,15,1,0
31638.34,2020-01-15 01:00:00,3600,1,0,3,3,3,15,1,0
30404.11,2020-01-15 02:00:00,7200,1,0,3,3,3,15,1,0
29723.47,2020-01-15 03:00:00,10800,1,0,3,3,3,15,1,0
29525.07,2020-01-15 04:00:00,14400,1,0,3,3,3,15,1,0
29858.98,2020-01-15 05:00:00,18000,1,0,3,3,3,15,1,0
31076.82,2020-01-15 06:00:00,21600,1,0,3,3,3,15,1,0
33742.29,2020-01-15 07:00:00,25200,1,0,3,3,3,15,1,0
38434.64,2020-01-15 08:00:00,28800,1,0,3,3,3,15,1,0
40317.89,2020-01-15 09:00:00,32400,1,0,3,3,3,15,1,1
39759.19,2020-01-15 10:00:00,36000,1,0,3,3,3,15,1,1
39541.48,2020-01-15 11:00:00,39600,1,0,3,3,3,15,1,1
37533.79,2020-01-15 12:00:00,43200,0,1,3,3,3,15,1,1
37617.34,2020-01-15 13:00:00,46800,0,1,3,3,3,15,1,1
38122.15,2020-01-15 14:00:00,50400,0,1,3,3,3,15,1,1
38338.5,2020-01-15 15:00:00,54000,0,1,3,3,3,15,1,1
39550.66,2020-01-15 16:00:00,57600,0,1,3,3,3,15,1,1
41121.71,2020-01-15 17:00:00,61200,0,1,3,3,3,15,1,1
41535.68,2020-01-15 18:00:00,64800,0,1,3,3,3,15,1,0
40434.8,2020-01-15 19:00:00,68400,0,1,3,3,3,15,1,0
39463.47,2020-01-15 20:00:00,72000,0,1,3,3,3,15,1,0
38438.08,2020-01-15 21:00:00,75600,0,1,3,3,3,15,1,0
37217.17,2020-01-15 22:00:00,79200,0,1,3,3,3,15,1,0
35848.33,2020-01-15 23:00:00,82800,0,1,3,3,3,15,1,0
33519.84,2020-01-16 00:00:00,0,1,0,3,3,4,16,1,0
31936.21,2020-01-16 01:00:00,3600,1,0,3,3,4,16,1,0
30666.08,2020-01-16 02:00:00,7200,1,0,3,3,4,16,1,0
29871.97,2020-01-16 03:00:00,10800,1,0,3,3,4,16,1,0
29034.01,2020-01-16 04:00:00,14400,1,0,3,3,4,16,1,0
29896.59,2020-01-16 05:00:00,18000,1,0,3,3,4,16,1,0
31052.26,2020-01-16 06:00:00,21600,1,0,3,3,4,16,1,0
33663.94,2020-01-16 07:00:00,25200,1,0,3,3,4,16,1,0
38286.95,2020-01-16 08:00:00,28800,1,0,3,3,4,16,1,0
40580.87,2020-01-16 09:00:00,32400,1,0,3,3,4,16,1,1
40120.22,2020-01-16 10:00:00,36000,1,0,3,3,4,16,1,1
39994.65,2020-01-16 11:00:00,39600,1,0,3,3,4,16,1,1
38109.46,2020-01-16 12:00:00,43200,0,1,3,3,4,16,1,1
38246.52,2020-01-16 13:00:00,46800,0,1,3,3,4,16,1,1
38745.11,2020-01-16 14:00:00,50400,0,1,3,3,4,16,1,1
38957.01,2020-01-16 15:00:00,54000,0,1,3,3,4,16,1,1
40174.52,2020-01-16 16:00:00,57600,0,1,3,3,4,16,1,1
